"REF_DATE","GEO","DGUID","Sex","Infant or perinatal mortality","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625072","3.1.1.4","9.1","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625073","3.1.2.1","15","","","","0"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625074","3.1.2.2","5.4","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625075","3.1.2.3","3.1","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625076","3.1.2.4","9.1","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Infant mortality","Number","Number","223","units ","0","v116625077","3.2.1.1","10","","","","0"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Infant mortality","Rate","Rate","257","units ","0","v116625078","3.2.1.2","6.9","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625079","3.2.1.3","3.5","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625080","3.2.1.4","13.2","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Perinatal mortality","Number","Number","223","units ","0","v116625081","3.2.2.1","10","","","","0"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625082","3.2.2.2","6.9","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625083","3.2.2.3","3.5","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625084","3.2.2.4","13.2","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Infant mortality","Number","Number","223","units ","0","v116625085","3.3.1.1","5","","","","0"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Infant mortality","Rate","Rate","257","units ","0","v116625086","3.3.1.2","3.7","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625087","3.3.1.3","1.4","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625088","3.3.1.4","9.2","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Perinatal mortality","Number","Number","223","units ","0","v116625089","3.3.2.1","5","","","","0"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625090","3.3.2.2","3.7","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625091","3.3.2.3","1.4","","","","1"
"2000","Eastern Regional Health Authority, Newfoundland and Labrador","2015A00071011","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625092","3.3.2.4","9.2","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625093","4.1.1.1","5","","","","0"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625094","4.1.1.2","5.9","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625095","4.1.1.3","2.2","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625096","4.1.1.4","14.6","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625097","4.1.2.1","10","","","","0"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625098","4.1.2.2","11.8","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625099","4.1.2.3","6.0","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625100","4.1.2.4","22.4","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Infant mortality","Number","Number","223","units ","0","v116625101","4.2.1.1","0","","","","0"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Infant mortality","Rate","Rate","257","units ","0","v116625102","4.2.1.2","0.0","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625103","4.2.1.3","0.0","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625104","4.2.1.4","0.0","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Perinatal mortality","Number","Number","223","units ","0","v116625105","4.2.2.1","5","","","","0"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625106","4.2.2.2","11.6","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625107","4.2.2.3","4.3","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625108","4.2.2.4","28.5","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Infant mortality","Number","Number","223","units ","0","v116625109","4.3.1.1","5","","","","0"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Infant mortality","Rate","Rate","257","units ","0","v116625110","4.3.1.2","12.0","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625111","4.3.1.3","4.4","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625112","4.3.1.4","29.5","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Perinatal mortality","Number","Number","223","units ","0","v116625113","4.3.2.1","5","","","","0"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625114","4.3.2.2","12.0","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625115","4.3.2.3","4.4","","","","1"
"2000","Central Regional Health Authority, Newfoundland and Labrador","2015A00071012","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625116","4.3.2.4","29.5","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625117","5.1.1.1","0","","","","0"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625118","5.1.1.2","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625119","5.1.1.3","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625120","5.1.1.4","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625121","5.1.2.1","0","","","","0"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625122","5.1.2.2","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625123","5.1.2.3","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625124","5.1.2.4","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Infant mortality","Number","Number","223","units ","0","v116625125","5.2.1.1","0","","","","0"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Infant mortality","Rate","Rate","257","units ","0","v116625126","5.2.1.2","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625127","5.2.1.3","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625128","5.2.1.4","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Perinatal mortality","Number","Number","223","units ","0","v116625129","5.2.2.1","0","","","","0"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625130","5.2.2.2","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625131","5.2.2.3","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625132","5.2.2.4","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Infant mortality","Number","Number","223","units ","0","v116625133","5.3.1.1","0","","","","0"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Infant mortality","Rate","Rate","257","units ","0","v116625134","5.3.1.2","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625135","5.3.1.3","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625136","5.3.1.4","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Perinatal mortality","Number","Number","223","units ","0","v116625137","5.3.2.1","0","","","","0"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625138","5.3.2.2","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625139","5.3.2.3","0.0","","","","1"
"2000","Western Regional Health Authority, Newfoundland and Labrador","2015A00071013","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625140","5.3.2.4","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625141","6.1.1.1","5","","","","0"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625142","6.1.1.2","11.5","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625143","6.1.1.3","4.2","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625144","6.1.1.4","28.2","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625145","6.1.2.1","0","","","","0"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625146","6.1.2.2","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625147","6.1.2.3","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625148","6.1.2.4","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Infant mortality","Number","Number","223","units ","0","v116625149","6.2.1.1","5","","","","0"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Infant mortality","Rate","Rate","257","units ","0","v116625150","6.2.1.2","22.7","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625151","6.2.1.3","8.4","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625152","6.2.1.4","55.2","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Perinatal mortality","Number","Number","223","units ","0","v116625153","6.2.2.1","0","","","","0"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625154","6.2.2.2","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625155","6.2.2.3","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625156","6.2.2.4","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Infant mortality","Number","Number","223","units ","0","v116625157","6.3.1.1","0","","","","0"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Infant mortality","Rate","Rate","257","units ","0","v116625158","6.3.1.2","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625159","6.3.1.3","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625160","6.3.1.4","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Perinatal mortality","Number","Number","223","units ","0","v116625161","6.3.2.1","0","","","","0"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625162","6.3.2.2","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625163","6.3.2.3","0.0","","","","1"
"2000","Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador","2015A00071014","Females","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625164","6.3.2.4","0.0","","","","1"
"2000","Prince Edward Island","2016A000211","Both sexes","Infant mortality","Number","Number","223","units ","0","v116625165","7.1.1.1","5","","","","0"
"2000","Prince Edward Island","2016A000211","Both sexes","Infant mortality","Rate","Rate","257","units ","0","v116625166","7.1.1.2","3.6","","","","1"
"2000","Prince Edward Island","2016A000211","Both sexes","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625167","7.1.1.3","1.3","","","","1"
"2000","Prince Edward Island","2016A000211","Both sexes","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625168","7.1.1.4","9.0","","","","1"
"2000","Prince Edward Island","2016A000211","Both sexes","Perinatal mortality","Number","Number","223","units ","0","v116625169","7.1.2.1","10","","","","0"
"2000","Prince Edward Island","2016A000211","Both sexes","Perinatal mortality","Rate","Rate","257","units ","0","v116625170","7.1.2.2","7.2","","","","1"
"2000","Prince Edward Island","2016A000211","Both sexes","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625171","7.1.2.3","3.7","","","","1"
"2000","Prince Edward Island","2016A000211","Both sexes","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625172","7.1.2.4","13.8","","","","1"
"2000","Prince Edward Island","2016A000211","Males","Infant mortality","Number","Number","223","units ","0","v116625173","7.2.1.1","5","","","","0"
"2000","Prince Edward Island","2016A000211","Males","Infant mortality","Rate","Rate","257","units ","0","v116625174","7.2.1.2","7.2","","","","1"
"2000","Prince Edward Island","2016A000211","Males","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625175","7.2.1.3","2.7","","","","1"
"2000","Prince Edward Island","2016A000211","Males","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625176","7.2.1.4","17.7","","","","1"
"2000","Prince Edward Island","2016A000211","Males","Perinatal mortality","Number","Number","223","units ","0","v116625177","7.2.2.1","5","","","","0"
"2000","Prince Edward Island","2016A000211","Males","Perinatal mortality","Rate","Rate","257","units ","0","v116625178","7.2.2.2","7.2","","","","1"
"2000","Prince Edward Island","2016A000211","Males","Perinatal mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625179","7.2.2.3","2.7","","","","1"
"2000","Prince Edward Island","2016A000211","Males","Perinatal mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625180","7.2.2.4","17.7","","","","1"
"2000","Prince Edward Island","2016A000211","Females","Infant mortality","Number","Number","223","units ","0","v116625181","7.3.1.1","0","","","","0"
"2000","Prince Edward Island","2016A000211","Females","Infant mortality","Rate","Rate","257","units ","0","v116625182","7.3.1.2","0.0","","","","1"
"2000","Prince Edward Island","2016A000211","Females","Infant mortality","Low 95% confidence interval, rate","Rate","257","units ","0","v116625183","7.3.1.3","0.0","","","","1"
"2000","Prince Edward Island","2016A000211","Females","Infant mortality","High 95% confidence interval, rate","Rate","257","units ","0","v116625184","7.3.1.4","0.0","","","","1"
"2000","Prince Edward Island","2016A000211","Females","Perinatal mortality","Number","Number","223","units ","0","v116625185","7.3.2.1","5","","","","0"
"2000","Prince Edward Island","2016A000211","Females","Perinatal mortality","Rate","Rate","257","units ","0","v116625186","7.3.2.2","7.3","","","","1"
